id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
27014904,Bright & artsy flat for a local experience,203245903,Elia,Sant Martí,Sant Martí de Provençals,41.41768195282555,2.196098935060147,Entire home/apt,100,3,6,2018-10-03,3.83,1,342
27015647,Habitacion ambiente tranquilo y agradable,203254157,Dina,Nou Barris,Vilapicina i la Torre Llobeta,41.42934968000978,2.1680595738414623,Private room,40,5,1,2018-08-24,0.63,2,365
27015673,Habitación privada en alojamiento.,190665726,Zuleyka,Les Corts,les Corts,41.38504397943385,2.1418554595737067,Private room,75,1,0,,,1,365
27016200,Art Gallery ENT,9784103,Marisa,Sants-Montjuïc,el Poble Sec,41.37473884223398,2.1637136638580756,Entire home/apt,80,3,2,2018-09-06,1.15,33,61
27017060,Gignas 2 Apartment,4396136,Marisa,Ciutat Vella,el Barri Gòtic,41.38096204099942,2.1785401099732318,Entire home/apt,55,32,0,,,12,365
27017231,Barcelona Apartment,203269440,Julia,Eixample,la Sagrada Família,41.40317158842744,2.1736151491274835,Private room,30,31,0,,,1,364
27017267,"ROOM with private BATHROOM near guell park ,CENTER",203269921,Josua,Sant Andreu,el Congrés i els Indians,41.42456735012367,2.178725361253096,Private room,50,1,13,2018-10-01,5.13,1,131
27017742,Apartment 3 rooms for a long stay,61081652,Ding Dong Fira,Sants-Montjuïc,el Poble Sec,41.373579255148805,2.148318927446735,Entire home/apt,250,30,0,,,6,323
27017748,Moderno apartamento en Gracia para el verano,202654862,Flateli,Sarrià-Sant Gervasi,el Putxet i el Farró,41.402368295725104,2.150001184421789,Entire home/apt,50,27,0,,,8,0
27018133,Paseo de Gracia Apartment 1º 2ª,9784103,Marisa,Gràcia,la Vila de Gràcia,41.39978283568821,2.163604445292284,Entire home/apt,90,3,0,,,33,77
27018354,"Cozy and Sunny 60m2 BARCELONA,S HEART",203278276,Elisa,Eixample,l'Antiga Esquerra de l'Eixample,41.38371545340876,2.160503226569606,Entire home/apt,79,31,0,,,2,343
27019704,Apartment 2 rooms for long stays,61081652,Ding Dong Fira,Sants-Montjuïc,el Poble Sec,41.372736582243455,2.1491537829308753,Entire home/apt,1000,30,0,,,6,329
27019708,Paseo de Gracia Apartment 1º 1,9784103,Marisa,Eixample,la Dreta de l'Eixample,41.39974792178462,2.1643375378814635,Entire home/apt,90,3,0,,,33,69
27020257,Habitacion individual en Barcelona.,203254157,Dina,Nou Barris,Vilapicina i la Torre Llobeta,41.42866825201984,2.16937331434223,Entire home/apt,20,31,0,,,2,365
27020282,Comfortable room in a house in the heart of Gràcia,173397399,Enric,Gràcia,la Vila de Gràcia,41.40569837567484,2.1579747867957906,Private room,40,2,14,2018-10-07,5.45,1,339
27021172,Room for Two in Traditional Apt in Heart of Born,998473,Courtney,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38383374008316,2.180771122390235,Private room,54,3,7,2018-10-01,3.56,1,48
27021820,Plaza Catalunya Nice and Comfy 2.1,40676061,Michele,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.388749585741856,2.176471119429435,Entire home/apt,130,3,5,2018-10-04,2.21,16,341
27022329,Apartamento cerca de playa,203310368,Valya,Sant Martí,Provençals del Poblenou,41.40775240506316,2.194275439534808,Private room,39,4,2,2018-08-24,1.07,1,22
27024255,Nice low cost Raval city center,198828574,Marian,Ciutat Vella,el Raval,41.378457222059296,2.1673158845364346,Shared room,55,1,1,2018-07-30,0.41,2,180
27027241,VINTAGE DESIGN ROOM W/ POOL,13599653,Alessandro,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",41.41611127731906,2.1073790289148913,Private room,45,3,3,2018-09-29,1.30,4,168
27029559,Cozy Bedroom in a nice apartment near the Beach,203373078,Sergio,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40547791791824,2.209641225997629,Private room,20,5,3,2018-08-16,1.45,1,353
27030097,Private small room in the center of Barcelona,34993787,Simon,Eixample,Sant Antoni,41.38114789295411,2.1590878781807015,Private room,15,31,0,,,4,223
27030253,Double room in the center of Barcelona,34993787,Simon,Eixample,Sant Antoni,41.38272226995369,2.15999705823361,Private room,27,31,0,,,4,67
27036879,Carmelindo (Minimum Stay 32 Nights!),203443501,Marco,Ciutat Vella,el Raval,41.380557347462165,2.1660564800632414,Entire home/apt,75,32,0,,,1,177
27038069,2671 - AB Bailen Apartment B1 - Beautiful 2-bedroom Duplex Apartment in Eixample,4459553,Eva&Jacques,Eixample,la Dreta de l'Eixample,41.39729836037894,2.170880418920526,Entire home/apt,700,2,3,2018-09-26,1.73,195,351
27038798,Amazing Penthouse Oasis in the Heart of Barcelona,202942153,AV Group,Eixample,la Dreta de l'Eixample,41.38906160544071,2.1720809446772487,Entire home/apt,198,1,3,2018-08-24,1.45,1,79
27039920,Double room with private bathroom,40377641,Lina,Horta-Guinardó,la Teixonera,41.42364575679229,2.150663198787244,Private room,50,2,9,2018-09-25,3.33,1,355
27040945,Stylish 2 bed/2 bath flat close to Arc de Triomf,202848558,Sara & Alex,Eixample,el Fort Pienc,41.3972329035605,2.1789992403458482,Entire home/apt,105,2,3,2018-09-05,1.53,3,8
27041295,Cozy 3Floors House Fully Equiped - Barcelona Sants,27731694,Kevin,Sants-Montjuïc,Sants,41.374993776607255,2.1371349657891043,Entire home/apt,80,31,4,2018-08-25,1.64,1,313
27041487,Baurent Pangea Center Rambla Cataluña,67921501,Carles,Eixample,la Dreta de l'Eixample,41.39449388084712,2.16139293556451,Entire home/apt,120,45,0,,,15,89
27042073,Charming Sunny Apartment Steps to Sagrada Familia,1391607,Aline,Eixample,la Sagrada Família,41.40648134566647,2.1740844281844183,Entire home/apt,170,3,2,2018-09-25,1.13,99,339
27042372,Co-working Room,170895136,Frank,Sants-Montjuïc,el Poble Sec,41.37280746942611,2.1685286964183144,Private room,25,31,0,,,2,180
27042772,22 Wonderful sXIX old style APARTMENT ( Center ),203278276,Elisa,Eixample,l'Antiga Esquerra de l'Eixample,41.385362290587125,2.1600128662851534,Entire home/apt,75,31,0,,,2,314
27042966,Big room close to the beach!,174325128,Amazing,Sant Martí,el Parc i la Llacuna del Poblenou,41.40048414575795,2.18720807776531,Private room,20,1,2,2018-09-18,2,5,111
27043516,Comfortable private room steps from the downtown,120558004,Pablo,Eixample,la Dreta de l'Eixample,41.387236902893974,2.166423245232429,Private room,40,2,2,2018-09-19,2,1,27
27043819,Modern Apartament next to the beach.,116096343,Suzanne,Ciutat Vella,la Barceloneta,41.378024766846465,2.1905705286955284,Entire home/apt,115,1,1,2018-09-08,0.91,3,61
27044767,2701 - AB Girona Apartment 22 - Stylish 1-bedroom Apartment for 4 near Passeig de Gràcia,4459553,Eva&Jacques,Eixample,la Dreta de l'Eixample,41.394513352619654,2.171296269407095,Entire home/apt,600,2,2,2018-10-05,1.02,195,326
27044770,2702 - AB Girona Apartment 32 - Modern 1-bedroom Apartment for 4 near Passeig de Gràcia,4459553,Eva&Jacques,Eixample,la Dreta de l'Eixample,41.39662117326133,2.1695457629140416,Entire home/apt,600,2,5,2018-10-06,3.57,195,324
27044772,2703 - AB Girona Apartment 42 - Trendy 1-bedroom Apartment for 4 near Passeig de Gràcia,4459553,Eva&Jacques,Eixample,la Dreta de l'Eixample,41.39525684572482,2.170224927052515,Entire home/apt,600,2,0,,,195,332
27044775,2704 - AB Girona Apartment 52 - Lovely 1-bedroom Apartment for 4 near Passeig de Gràcia,4459553,Eva&Jacques,Eixample,la Dreta de l'Eixample,41.39456210065327,2.170993913361727,Entire home/apt,600,2,3,2018-09-30,3,195,316
27044777,2705 - AB Girona Apartment 13 - Great Apartment for 4 with a Terrace near Passeig de Gràcia,4459553,Eva&Jacques,Eixample,la Dreta de l'Eixample,41.394682688331486,2.16934440803639,Entire home/apt,600,2,1,2018-09-29,1,195,322
27044779,2706 - AB Girona Apartment 23 - Premium Apartment for 4 with a Terrace near Passeig de Gràcia,4459553,Eva&Jacques,Eixample,la Dreta de l'Eixample,41.396232332413035,2.171222819821474,Entire home/apt,600,2,3,2018-09-16,1.29,195,343
27044782,2713 - AB Girona Apartment 31 - Modern Apartment for up to 7 guests in Eixample with a Balcony,4459553,Eva&Jacques,Eixample,la Dreta de l'Eixample,41.396670811438156,2.1714890646745135,Entire home/apt,700,2,0,,,195,343
27044783,2714 - AB Girona Apartment 41 - Stylish Apartment for up to 7 guests in Eixample with a Balcony,4459553,Eva&Jacques,Eixample,la Dreta de l'Eixample,41.39603380942191,2.1714580153288794,Entire home/apt,700,2,2,2018-09-03,1.03,195,338
27044784,2715 - AB Girona Apartment 51 - Lovely Apartment for up to 7 guests in Eixample with a Balcony,4459553,Eva&Jacques,Eixample,la Dreta de l'Eixample,41.39597066017409,2.1712270339737043,Entire home/apt,700,2,0,,,195,312
27044786,2717 - AB Girona Apartment 02 - Luxury 4-bedroom Triplex Apartment near Passeig de Gràcia,4459553,Eva&Jacques,Eixample,la Dreta de l'Eixample,41.39479351187435,2.1696308118932297,Entire home/apt,990,2,1,2018-10-05,1,195,311
27045639,2707 - AB Girona Apartment 33 - Wonderful Apartment for 4 with a Terrace near Passeig de Gràcia,4459553,Eva&Jacques,Eixample,la Dreta de l'Eixample,41.396389621211235,2.171449788503951,Entire home/apt,600,2,6,2018-10-09,5.00,195,342
27045640,2708 - AB Girona Apartment 43 - Modern Apartment for 4 with a Terrace near Passeig de Gràcia,4459553,Eva&Jacques,Eixample,la Dreta de l'Eixample,41.39433568663951,2.1710410990113784,Entire home/apt,600,2,1,2018-09-30,1,195,328
27045642,2709 - AB Girona Apartment 53 - Stylish Apartment for 4 with a Terrace near Passeig de Gràcia,4459553,Eva&Jacques,Eixample,la Dreta de l'Eixample,41.39483132156575,2.170736649460429,Entire home/apt,600,2,0,,,195,348
27045780,2670 - AB Bailen Apartment B2 - Premium 3-bedroom Apartment near Passeig de Gràcia with a Private Terrace,4459553,Eva&Jacques,Eixample,la Dreta de l'Eixample,41.39643130688068,2.1706838116550053,Entire home/apt,750,3,3,2018-09-28,2.43,195,330
27045781,2710 - AB Girona Apartment 12 - Beautiful Apartment for 4 with a Terrace near Passeig de Gràcia,4459553,Eva&Jacques,Eixample,la Dreta de l'Eixample,41.3949481086595,2.170717491623741,Entire home/apt,600,2,2,2018-10-03,2,195,340
27045936,2672 - AB Bailen Apartment B3 - Lovely 2-bedroom Duplex Apartment in Eixample,4459553,Eva&Jacques,Eixample,la Dreta de l'Eixample,41.395815582564424,2.1719501166567623,Entire home/apt,700,2,1,2018-08-26,0.65,195,360
27045939,2673 - AB Bailen Apartment 1.1 - Wonderful 2-bedroom Apartment in Eixample with a balcony,4459553,Eva&Jacques,Eixample,la Dreta de l'Eixample,41.397365925711604,2.1725498613663876,Entire home/apt,500,2,1,2018-09-27,1,195,317
27045940,2674 - AB Bailen Apartment 2.1 - Luxurious 2-bedroom Apartment in Eixample with a balcony,4459553,Eva&Jacques,Eixample,la Dreta de l'Eixample,41.39661973744598,2.172396193377129,Entire home/apt,500,2,1,2018-08-07,0.46,195,323
27045941,2675 - AB Bailen Apartment 3.1 - Modern 2-bedroom Apartment in Eixample with a balcony,4459553,Eva&Jacques,Eixample,la Dreta de l'Eixample,41.397255087454774,2.1709599966307143,Entire home/apt,500,2,4,2018-10-06,2.14,195,339
27045943,2676 - AB Bailen Apartment 4.1 - Stylish 2-bedroom Apartment in Eixample with a balcony,4459553,Eva&Jacques,Eixample,la Dreta de l'Eixample,41.39712180451108,2.1709773306514193,Entire home/apt,500,2,2,2018-09-17,1.15,195,331
27045944,2677 - AB Bailen Apartment 5.1 - Trendy 2-bedroom Apartment in Eixample with a balcony,4459553,Eva&Jacques,Eixample,la Dreta de l'Eixample,41.39739292880151,2.1721370273635587,Entire home/apt,500,2,4,2018-09-21,2.14,195,286
27045947,2678 - AB Bailen Apartment 1.2 - Amazing 2-bedroom Apartment in Eixample with a balcony,4459553,Eva&Jacques,Eixample,la Dreta de l'Eixample,41.39565178287706,2.1704246276822214,Entire home/apt,500,2,4,2018-10-01,2.26,195,319
27045951,2679 - AB Bailen Apartment 2.2 - Incredible 2-bedroom Apartment in Eixample with a balcony,4459553,Eva&Jacques,Eixample,la Dreta de l'Eixample,41.39726594727856,2.1703289175643414,Entire home/apt,500,2,3,2018-10-03,3,195,321
27045952,2680 - AB Bailen Apartment 3.2 - Elegant 2-bedroom Apartment in Eixample with a balcony,4459553,Eva&Jacques,Eixample,la Dreta de l'Eixample,41.39710684888428,2.170864715427858,Entire home/apt,500,2,1,2018-09-19,1,195,344
27045954,2681 - AB Bailen Apartment 4.2 - Contemporary 2-bedroom Apartment in Eixample with a balcony,4459553,Eva&Jacques,Eixample,la Dreta de l'Eixample,41.39537413765502,2.171214915504609,Entire home/apt,500,2,1,2018-08-17,0.55,195,345
27045956,2682 - AB Bailen Apartment 5.2 - Beautiful 2-bedroom Apartment in Eixample with a balcony,4459553,Eva&Jacques,Eixample,la Dreta de l'Eixample,41.39542375009661,2.170300032271042,Entire home/apt,500,2,2,2018-10-02,2,195,339
27046255,2683 - AB Bailen Apartment 1.3 - Luxury 2-bedroom Apartment in Eixample with a terrace,4459553,Eva&Jacques,Eixample,la Dreta de l'Eixample,41.3973735054991,2.1707823544831095,Entire home/apt,600,2,3,2018-09-28,1.45,195,352
27046256,2684 - AB Bailen Apartment 2.3 - Wonderful 2-bedroom Apartment in Eixample with a terrace,4459553,Eva&Jacques,Eixample,la Dreta de l'Eixample,41.39533922661651,2.1706199686817147,Entire home/apt,600,2,4,2018-09-18,2.79,195,345
27046258,2685 - AB Bailen Apartment 3.3 - Lovely 2-bedroom Apartment in Eixample with a terrace,4459553,Eva&Jacques,Eixample,la Dreta de l'Eixample,41.39595154278657,2.1711415364541002,Entire home/apt,600,2,3,2018-10-04,1.64,195,322
27046259,2686 - AB Bailen Apartment 4.3 - Modern 2-bedroom Apartment in Eixample with a terrace,4459553,Eva&Jacques,Eixample,la Dreta de l'Eixample,41.396511021070594,2.171903017062385,Entire home/apt,600,2,1,2018-08-16,0.54,195,351
27046260,2687 - AB Bailen Apartment 5.3 - Stylish 2-bedroom Apartment in Eixample with a terrace,4459553,Eva&Jacques,Eixample,la Dreta de l'Eixample,41.39546733189004,2.171038334344827,Entire home/apt,600,2,5,2018-09-26,2.68,195,334
27046261,2688 - AB Bailen Apartment 1.4 - Trendy 2-bedroom Apartment in Eixample with a terrace,4459553,Eva&Jacques,Eixample,la Dreta de l'Eixample,41.39588257430795,2.1705074859560196,Entire home/apt,600,2,1,2018-07-23,0.37,195,324
27046262,2689 - AB Bailen Apartment 2.4 - Contemporary 2-bedroom Apartment in Eixample with a terrace,4459553,Eva&Jacques,Eixample,la Dreta de l'Eixample,41.39681954179015,2.172425474041076,Entire home/apt,600,2,1,2018-10-08,1,195,307
27046263,2690 - AB Bailen Apartment 3.4 - Beautiful 2-bedroom Apartment in Eixample with a terrace,4459553,Eva&Jacques,Eixample,la Dreta de l'Eixample,41.397396653073734,2.172494699555416,Entire home/apt,600,2,0,,,195,325
27046264,2691 - AB Bailen Apartment 4.4 - Amazing 2-bedroom Apartment in Eixample with a terrace,4459553,Eva&Jacques,Eixample,la Dreta de l'Eixample,41.39706899275186,2.170705590607291,Entire home/apt,600,2,1,2018-10-07,1,195,343
27046265,2692 - AB Bailen Apartment 5.4 - Elegant 2-bedroom Apartment in Eixample with a terrace,4459553,Eva&Jacques,Eixample,la Dreta de l'Eixample,41.39594817266591,2.17192629052436,Entire home/apt,600,2,1,2018-08-24,0.63,195,331
27046570,Paseo de Gracia Apartment  2ª 1ª,9784103,Marisa,Gràcia,la Vila de Gràcia,41.40076612071846,2.1648243671508087,Entire home/apt,90,3,0,,,33,82
27046976,AMAZING BALCONY DOUBLE ROOM p.za España-Sants,202245233,Fran,Sants-Montjuïc,Hostafrancs,41.37378692485854,2.1435411388415107,Private room,27,5,1,2018-08-18,0.56,2,7
27047330,Piso en Carrer Roger de Flor 36 1-1 habitación 4,203503450,Arianna,Eixample,el Fort Pienc,41.39162285782463,2.1825803194956324,Shared room,35,31,0,,,2,364
27047665,Paseo de Gracia Apartment 3º 1ª,9784103,Marisa,Eixample,la Dreta de l'Eixample,41.39967631091289,2.1649440845062164,Entire home/apt,90,3,1,2018-07-23,0.37,33,76
27047725,Lindo y luminosa habitación en Poble Sec,203510885,Denise,Sants-Montjuïc,el Poble Sec,41.37098859138639,2.1587227167742356,Private room,27,1,1,2018-07-26,0.39,1,8
27048939,"Piso en Carrer Sant Pere Mes Alt 55, 3-1 Hab 3",203503450,Arianna,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.388814756134906,2.178189831097027,Shared room,30,30,0,,,2,364
27049136,Centric 2Bed Apt with a private lovely terrace,203512696,Alfonso Y Maria,Sants-Montjuïc,el Poble Sec,41.37431109435225,2.1656110411973075,Entire home/apt,75,2,2,2018-09-23,2,1,108
27049403,Lovely 1 bedroom apartment with terrace,130223809,Daiga,Eixample,Sant Antoni,41.381500125689186,2.158814628586181,Entire home/apt,30,32,1,2018-08-31,0.73,6,121
27050738,Paseo de Gracia Apartment 5º 2ª,9784103,Marisa,Eixample,la Dreta de l'Eixample,41.40102316749074,2.165323205316816,Entire home/apt,90,3,0,,,33,70
27050750,OSIRIS in CITY CENTER & 15' AEROPORT,203532369,Eli,Sants-Montjuïc,Sants,41.38102062924929,2.1414179063482752,Entire home/apt,95,1,11,2018-10-03,4.78,1,59
27051334,Habitación con baño cerca del Passeig de Gracia,203527967,Raquel,Eixample,l'Antiga Esquerra de l'Eixample,41.38930516659363,2.1608874043369144,Private room,25,32,0,,,6,203
27051661,CONFORTABLE APARTAMENTO 2 dormitorios CON TERRAZA,56611778,Simone,Sant Martí,el Camp de l'Arpa del Clot,41.410670956494435,2.1822825928198784,Entire home/apt,80,3,0,,,2,288
27052724,Sunny apartment in Gracia,70646426,Marc,Gràcia,la Vila de Gràcia,41.39953837646602,2.1601357084014077,Private room,49,32,0,,,1,364
27052844,Centre big Double Room with private suite Bathroom,154502097,Alberto,Sants-Montjuïc,el Poble Sec,41.37236970673196,2.1648483987205642,Private room,42,1,2,2018-08-20,0.86,2,11
27054189,Habitación doble climatizada en vilapicina,115364957,David,Nou Barris,Vilapicina i la Torre Llobeta,41.429418063811056,2.169926217621062,Private room,35,1,3,2018-07-22,1.08,1,362
27054522,AWESOME 2 ROOMS CENTER BARCELONA,203561330,Joan,Ciutat Vella,el Raval,41.382372888842085,2.1691023444954927,Private room,95,2,9,2018-10-08,3.70,3,64
27055174,habitacion privada matrimonial eixample,201815043,Oliver,Eixample,la Dreta de l'Eixample,41.39276080452461,2.164438621207279,Private room,90,3,1,2018-09-25,1,1,19
27055756,ATICO bcn,8841042,Raul,Sants-Montjuïc,el Poble Sec,41.3736713609157,2.166279499210257,Entire home/apt,80,2,5,2018-09-25,2.31,2,337
27056650,SINGLE ROOM RIGHT IN THE CENTER BARCELONA,203561330,Joan,Ciutat Vella,el Raval,41.383620421104574,2.1690316237781486,Private room,70,2,0,,,3,62
27057813,Live BCN Experience from the city heart!,40635037,Beth,Eixample,la Dreta de l'Eixample,41.39786226031713,2.1621686423490134,Private room,34,2,23,2018-10-09,9.72,3,44
27058538,Cozy double room in the center,203561330,Joan,Ciutat Vella,el Raval,41.382449657871376,2.1708895715103114,Private room,65,2,0,,,3,85
27060986,Loft 13 En Barcelona,203617728,Alejandro,Sants-Montjuïc,la Bordeta,41.370933917133506,2.13770524922355,Entire home/apt,100,1,13,2018-10-06,9.51,1,343
27068131,2711 - AB Girona Apartment 11 - Luxury Apartment for up to 7 guests in Eixample with a Balcony,4459553,Eva&Jacques,Eixample,la Dreta de l'Eixample,41.39435843763697,2.171189892086216,Entire home/apt,700,2,2,2018-09-01,0.97,195,276
27068138,2712 - AB Girona Apartment 21 - Beautiful Apartment for up to 7 guests in Eixample with a Balcony,4459553,Eva&Jacques,Eixample,la Dreta de l'Eixample,41.395210877719364,2.171386695704996,Entire home/apt,700,2,3,2018-09-24,1.96,195,300
27070617,Born sea side 2 bedroom with common terrace,10704,Weflating,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.384591601873346,2.1855686966966226,Entire home/apt,70,32,0,,,74,326
27072257,"Cozy, Barcelona between, Cataluña & España Square",74960639,Chela,Eixample,Sant Antoni,41.37868770070802,2.154518452281458,Entire home/apt,42,1,10,2018-09-29,4.55,2,5
27072830,BEAUTIFUL PENTHOUSE IN THE CENTRE OF BARCELONA,193618270,BarcelonaHome,Eixample,la Dreta de l'Eixample,41.385813059183256,2.1674178232549415,Entire home/apt,213,1,0,,,27,0
27073150,"Unique loft with garden downtown,medium-long stays",12251007,Mitx,Sants-Montjuïc,el Poble Sec,41.3741487265355,2.1670215089438862,Entire home/apt,135,31,0,,,1,174
27074138,BEST LOCATION ROOM 4 people. 8888,194147461,Gabriel,Eixample,la Dreta de l'Eixample,41.391730197687174,2.16926442919655,Private room,70,3,3,2018-08-20,1.41,2,0
27075020,Monthly rental in Gothic Quarter ready to live in!,170513081,Georgina,Ciutat Vella,el Barri Gòtic,41.380905704550315,2.177667970921018,Entire home/apt,44,32,0,,,49,335
27075156,"Quiet in Sagrada Familia, Barcelona Know the city",74960639,Chela,Sant Martí,el Camp de l'Arpa del Clot,41.40981356457989,2.1803147081702976,Entire home/apt,53,1,8,2018-09-24,3.69,2,62
27075428,Monthly rental in Gothic Quarter ready to live in!,170513081,Georgina,Ciutat Vella,el Barri Gòtic,41.38150805356033,2.177741601751325,Entire home/apt,44,32,1,2018-09-04,0.81,49,335
27075527,Habitación Amplia luminosa y tranquila,198854024,Joan,Sant Martí,el Besòs i el Maresme,41.414809183513555,2.2110359065543803,Private room,50,2,1,2018-07-31,0.42,1,313
27076243,Great private double room with a mountain view,203735766,Veronica,Horta-Guinardó,la Teixonera,41.42165941294977,2.1425453171756095,Private room,35,3,4,2018-07-31,1.46,1,65
27077284,Double Light Room next Plaza España and Montjuic,28824578,Annushka,Sants-Montjuïc,el Poble Sec,41.37182805532967,2.1634032008435167,Private room,45,1,0,,,2,36
27079140,"Apart with balcony, Sants-Montjuic (1822)",146682595,Ana & Rafa,Sants-Montjuïc,Hostafrancs,41.37587929594879,2.146364775862326,Entire home/apt,75,1,11,2018-09-30,4.52,7,327
27079634,Double Room for 2 Friends close to Ramblas,28824578,Annushka,Sants-Montjuïc,el Poble Sec,41.37183608940135,2.1612994764820805,Private room,50,1,0,,,2,36
27080301,Barcelona Plaza España Studio,155298251,Nell,Sants-Montjuïc,el Poble Sec,41.37398437805974,2.148497171184818,Private room,102,5,1,2018-10-08,1,1,2
27080564,contemporary room,44338603,Leonardo,Ciutat Vella,el Raval,41.381782830042766,2.167346250514902,Private room,78,3,0,,,1,254
27081574,Art Gallery Terrace Apartment,9784103,Marisa,Sants-Montjuïc,el Poble Sec,41.373495305608905,2.1629197666541637,Entire home/apt,90,3,0,,,33,72
27082110,AMAZING LOFT IN THE OLD TOWN!,5024572,Nevin,Sants-Montjuïc,Sants - Badal,41.37509222084109,2.122537335745671,Entire home/apt,85,3,0,,,1,350
27082422,A rustic place in the heart of the Gòtic,203785381,Pau,Ciutat Vella,el Barri Gòtic,41.3823644942301,2.176672192247078,Entire home/apt,120,1,5,2018-09-18,2.46,2,211
27083634,Hab individual con terrazas y vistas a Barcelona,151950988,Claudio,Nou Barris,el Turó de la Peira,41.43171225949329,2.1699706360884337,Private room,22,2,0,,,1,353
27083781,Single Room near Sagrada Familia,19382938,Noemí,Eixample,la Sagrada Família,41.40285515659804,2.177181241471988,Private room,19,7,2,2018-08-14,0.75,1,350
27085654,Best location Placa Catalunya/GOTHIC *****,192610736,Felipe,Ciutat Vella,el Barri Gòtic,41.385799136252615,2.1739713132744103,Entire home/apt,127,3,2,2018-08-30,1.00,1,36
27086354,Habitación plaza España,2495113,Tonys,Eixample,la Nova Esquerra de l'Eixample,41.37635538678103,2.1489224871154753,Private room,16,180,0,,,1,162
27086444,Barcelona Apartment in Center,59281550,Thomas,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38520914509289,2.1773829055047678,Entire home/apt,225,2,0,,,1,199
27086951,<< PLAZA CATALUÑA >> Big Center room *****,203831562,Carlos A.,Eixample,la Nova Esquerra de l'Eixample,41.38150965331959,2.1511404270588805,Private room,27,1,3,2018-09-10,1.50,3,164
27087290,Pretty central room,17196094,Alexander,Sants-Montjuïc,Hostafrancs,41.371867284560935,2.1435906041327897,Private room,50,2,0,,,2,0
27088315,Comfort bedroom Paseo de Gracia,195658484,Mavi,Eixample,la Dreta de l'Eixample,41.39116533064093,2.165690365114298,Private room,56,1,7,2018-10-01,3.39,5,85
27088339,(( RAMBLAS)) Beautiful room in Center city *****,203831562,Carlos A.,Eixample,l'Antiga Esquerra de l'Eixample,41.385352110015006,2.157708174028754,Private room,28,1,4,2018-09-27,1.85,3,173
27089383,(( Sagrada famillia ))  room CENTER city *****,203831562,Carlos A.,Eixample,la Nova Esquerra de l'Eixample,41.38348182130872,2.1523818843950164,Private room,26,1,4,2018-09-27,2.55,3,167
27095636,Sagrada Familia - Study Room - Love Loft,96299106,OLvan BCN,Eixample,la Dreta de l'Eixample,41.39837242865108,2.1746311097649254,Private room,40,32,0,,,6,347
27099559,ROOM-CHARMING MODERNIST FLAT  near to P.za España,202245233,Fran,Sants-Montjuïc,Hostafrancs,41.3752482526443,2.141619136933191,Private room,21,5,1,2018-08-15,0.53,2,39
27102486,Rambla Barcelona Perfecta y confortable habitación,203974513,Salser,Ciutat Vella,el Barri Gòtic,41.38553784600082,2.170154791819888,Private room,52,1,5,2018-10-03,5,2,155
27104714,Barcelona Apartment,672234,Keren,Nou Barris,Porta,41.43078522367413,2.181890389286279,Private room,25,6,0,,,1,17
27105286,Rambla Barcelona Acogedor y moderno apartamento,203974513,Salser,Ciutat Vella,el Raval,41.385506451862234,2.1699929096332258,Private room,55,1,4,2018-09-30,2.03,2,121
27105766,Apartamento bonito y luminoso,40229597,Víctor,Sants-Montjuïc,Sants,41.37275917715114,2.1334415472628767,Entire home/apt,36,31,0,,,1,365
27106610,Bright spacious & tranquil apartment in the center,2030006,Stephanie,Ciutat Vella,el Barri Gòtic,41.37704445214968,2.178925847778648,Private room,48,2,9,2018-09-30,4.09,1,8
27107289,Habitacion privada en atico con terraza,20240749,Paolo,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38798614314917,2.1809802372573928,Private room,55,2,5,2018-09-10,2.46,1,0
27110557,2 habitaciones confortables a 150 m. de la playa,137369197,Braulio,Ciutat Vella,la Barceloneta,41.37805343430869,2.189634168708728,Entire home/apt,79,3,5,2018-10-03,3.66,1,289
27120304,Big and beautiful room in the centre of the city,204142465,Ángel,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.387444046262075,2.179556498616858,Private room,35,2,7,2018-09-30,3.44,1,359
27122622,SPACIOUS AND LUMINOUS APARTMENT IN GUINARDO,47171261,Hebe & Ezequiel,Horta-Guinardó,el Guinardó,41.42169960182327,2.1760439559517586,Entire home/apt,68,32,0,,,34,328
27122865,MODERNISTA room in ARTIST APARTMENT in the GOTICO,62513829,Shalaka,Ciutat Vella,el Barri Gòtic,41.38036244495269,2.1771020949856914,Private room,63,1,18,2018-10-02,6.84,1,45
27123058,Habitación cama doble,200610885,Pedro Enrique,Eixample,la Nova Esquerra de l'Eixample,41.380914785791134,2.1480382520873547,Private room,30,3,9,2018-09-24,3.70,2,132
27123140,APARTMENT NEXT TO DIAGONAL MAR,47171261,Hebe & Ezequiel,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.408924266693106,2.2099390962352996,Entire home/apt,58,32,0,,,34,327
